category,company,description,title,review,stars,texto,texto_ligero,texto_pesado,nlptown_stars,nlptown_score,topic_id,topic_score,topic_nombre,sentimiento
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Couldn’t get card added in app so…,Couldn’t get card added in app so called them. Went round in circles on their automated phone system and when I did speak to a human they couldn’t help. Directed me to another number that did help but the difficulty of actually getting hold of a human was way too difficult. The online chat bot is also rubbish. ,2,Couldn’t get card added in app so… Couldn’t get card added in app so called them. Went round in circles on their automated phone system and when I did speak to a human they couldn’t help. Directed me to another number that did help but the difficulty of actually getting hold of a human was way too difficult. The online chat bot is also rubbish. ,Couldn’t get card added in app so… Couldn’t get card added in app so called them. Went round in circles on their automated phone system and when I did speak to a human they couldn’t help. Directed me to another number that did help but the difficulty of actually getting hold of a human was way too difficult. The online chat bot is also rubbish.,couldn card added app couldn card added app went round circles automated phone did speak human couldn help directed number did help difficulty getting hold human way difficult online chat bot rubbish,1,0.4968,1,0.0756,Tarjetas y transferencias,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",EASE OF CONTACT,"Unable to find customer number, even harder to speak to someone.  Loops back to App which I cannot activate until I get a customer number.",2,"EASE OF CONTACT Unable to find customer number, even harder to speak to someone.  Loops back to App which I cannot activate until I get a customer number.","EASE OF CONTACT Unable to find customer number, even harder to speak to someone.  Loops back to App which I cannot activate until I get a customer number.",ease contact unable customer number harder speak loops app activate customer number,2,0.4313,2,0.1585,Atención al cliente,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",They closed ALL of their branches in…,They closed ALL of their branches in Southern England & Wales. Appalling buggy app. They return direct debits that are only marginally over the overdraft limit. 40-50 minutes to wait to speak on the phone. This Bank is Clydesdale in disguise. THANK GOD Nationwide have taken them over. Absolutely dreadful excuse of a so called bank. ,2,They closed ALL of their branches in… They closed ALL of their branches in Southern England & Wales. Appalling buggy app. They return direct debits that are only marginally over the overdraft limit. 40-50 minutes to wait to speak on the phone. This Bank is Clydesdale in disguise. THANK GOD Nationwide have taken them over. Absolutely dreadful excuse of a so called bank. ,They closed ALL of their branches in… They closed ALL of their branches in Southern England & Wales. Appalling buggy app. They return direct debits that are only marginally over the overdraft limit. 40-50 minutes to wait to speak on the phone. This Bank is Clydesdale in disguise. THANK GOD Nationwide have taken them over. Absolutely dreadful excuse of a so called bank.,closed branches closed branches southern england wales appalling buggy app return direct debits marginally overdraft limit minutes wait speak phone bank clydesdale disguise thank god nationwide taken absolutely dreadful excuse bank,1,0.9753,5,0.1339,Experiencia general,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",It would save your clients much…,"It would save your clients much frustration if you would when all checks have been carried out by your agent, you explained exactly what App. should be used - example ' white background/ red motif.In addition ,your whole application process is fraught with difficulties and I am 100% certain that you must be losing a significant number of potential clients due to this. I suggest that someone in your organisation should go through the whole application process and I am sure that you will be left with no doubts as to the negative impact of this process.",2,"It would save your clients much… It would save your clients much frustration if you would when all checks have been carried out by your agent, you explained exactly what App. should be used - example ' white background/ red motif.In addition ,your whole application process is fraught with difficulties and I am 100% certain that you must be losing a significant number of potential clients due to this. I suggest that someone in your organisation should go through the whole application process and I am sure that you will be left with no doubts as to the negative impact of this process.","It would save your clients much… It would save your clients much frustration if you would when all checks have been carried out by your agent, you explained exactly what App. should be used - example ' white background/ red motif.In addition ,your whole application process is fraught with difficulties and I am 100% certain that you must be losing a significant number of potential clients due to this. I suggest that someone in your organisation should go through the whole application process and I am sure that you will be left with no doubts as to the negative impact of this process.",save clients save clients frustration checks carried agent explained exactly app example white background red motif addition application process fraught difficulties certain losing significant number potential clients suggest organisation application process sure left doubts negative impact process,2,0.4331,6,0.0628,Proceso y solicitudes,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Would have been fine but keep emailing me,"Would have been fine but keep sending me emails about rating them and ""tips"" for using my credit card with no option to unsubscribe. These are not essential information emails, they are marketing.",2,"Would have been fine but keep emailing me Would have been fine but keep sending me emails about rating them and ""tips"" for using my credit card with no option to unsubscribe. These are not essential information emails, they are marketing.","Would have been fine but keep emailing me Would have been fine but keep sending me emails about rating them and ""tips"" for using my credit card with no option to unsubscribe. These are not essential information emails, they are marketing.",fine emailing fine sending emails rating tips using credit card option unsubscribe essential information emails marketing,2,0.4047,1,0.1572,Tarjetas y transferencias,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Balance Transfer issues,"Had trouble processing a balance transfer (card only opened for this reason) due to it going to my wife’s credit card. Which must be a new regulation or just Virgins rules that I can only balance transfer to another card in my name, because not had the same problem with other providers. Had to add my wife to account to process it and it failed again. So spent nearly 2 hours getting access to the app and then I decided not to proceed with balance transfer and will be cancelling the card soon as no longer needed. Despite some decent rates and offers for cards, Virgin doesn’t seem to make things easy to do unlike some other providers.",2,"Balance Transfer issues Had trouble processing a balance transfer (card only opened for this reason) due to it going to my wife’s credit card. Which must be a new regulation or just Virgins rules that I can only balance transfer to another card in my name, because not had the same problem with other providers. Had to add my wife to account to process it and it failed again. So spent nearly 2 hours getting access to the app and then I decided not to proceed with balance transfer and will be cancelling the card soon as no longer needed. Despite some decent rates and offers for cards, Virgin doesn’t seem to make things easy to do unlike some other providers.","Balance Transfer issues Had trouble processing a balance transfer (card only opened for this reason) due to it going to my wife’s credit card. Which must be a new regulation or just Virgins rules that I can only balance transfer to another card in my name, because not had the same problem with other providers. Had to add my wife to account to process it and it failed again. So spent nearly 2 hours getting access to the app and then I decided not to proceed with balance transfer and will be cancelling the card soon as no longer needed. Despite some decent rates and offers for cards, Virgin doesn’t seem to make things easy to do unlike some other providers.",balance transfer issues trouble processing balance transfer card opened reason going wife credit card new regulation virgins rules balance transfer card problem providers add wife account process failed spent nearly hours getting access app decided proceed balance transfer cancelling card soon longer needed despite decent rates offers cards virgin doesn things easy unlike providers,2,0.4805,1,0.2023,Tarjetas y transferencias,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",I was a happy customer with virgin…,I was a happy customer with virgin money criedt card but now I am absolutely disappointed. after I have set up a payment plan I was later charged a plan fee.thats Awful I dont mind paying Interest fees on a criedt card but charging a customer who set up a payment plan and later charge a fee comon virgin it's ridiculous. So I will close my account in the next 28 Days Goodbye Virgin and good Riddance. ,2,I was a happy customer with virgin… I was a happy customer with virgin money criedt card but now I am absolutely disappointed. after I have set up a payment plan I was later charged a plan fee.thats Awful I dont mind paying Interest fees on a criedt card but charging a customer who set up a payment plan and later charge a fee comon virgin it's ridiculous. So I will close my account in the next 28 Days Goodbye Virgin and good Riddance. ,I was a happy customer with virgin… I was a happy customer with virgin money criedt card but now I am absolutely disappointed. after I have set up a payment plan I was later charged a plan fee.thats Awful I dont mind paying Interest fees on a criedt card but charging a customer who set up a payment plan and later charge a fee comon virgin it's ridiculous. So I will close my account in the next 28 Days Goodbye Virgin and good Riddance.,happy customer virgin happy customer virgin money criedt card absolutely disappointed set payment plan later charged plan fee thats awful dont mind paying fees criedt card charging customer set payment plan later charge fee comon virgin ridiculous close account days goodbye virgin good riddance,1,0.7255,2,0.0786,Atención al cliente,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Would be better if you could view your…,Would be better if you could view your debit card pin in app ,2,Would be better if you could view your… Would be better if you could view your debit card pin in app ,Would be better if you could view your… Would be better if you could view your debit card pin in app,better view better view debit card pin app,3,0.4134,1,0.0809,Tarjetas y transferencias,ambiguo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Simply awful company - Don't waste your time with Virgin Money,"Simply awful company, don't waste your life on hold and get useless help.  We have 3 account with Virgin money and still when we apply for a savings account so far its taken a week and 10 attachments have just arrived when they can just copy it from the rest of our accounts.  Useless, can't wait to leave them and find a better bank for business, website is also hopeless, can't really do anything on it or manage cards etc. Don't waste your life with Virgin Money!!",2,"Simply awful company - Don't waste your time with Virgin Money Simply awful company, don't waste your life on hold and get useless help.  We have 3 account with Virgin money and still when we apply for a savings account so far its taken a week and 10 attachments have just arrived when they can just copy it from the rest of our accounts.  Useless, can't wait to leave them and find a better bank for business, website is also hopeless, can't really do anything on it or manage cards etc. Don't waste your life with Virgin Money!!","Simply awful company - Don't waste your time with Virgin Money Simply awful company, don't waste your life on hold and get useless help.  We have 3 account with Virgin money and still when we apply for a savings account so far its taken a week and 10 attachments have just arrived when they can just copy it from the rest of our accounts.  Useless, can't wait to leave them and find a better bank for business, website is also hopeless, can't really do anything on it or manage cards etc. Don't waste your life with Virgin Money!!",simply awful company don waste virgin money simply awful company don waste life hold useless help account virgin money apply savings account far taken attachments arrived copy rest accounts useless wait leave better bank business website hopeless manage cards don waste life virgin money,1,0.9698,0,0.087,Cuenta y fraude,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",App is a hindrance not a helper,app is fine when it works which is occasional- it can take 5 to 10 attempts to login as clearly there is no investment in concurrency and I have given up trying to use a desk top as the security  feature only works sporadically so trying to make payments becomes a waste of time. As there is no longer any branches it makes doing banking business with virgin difficult if not impossible.  Not impressed in the least ,2,App is a hindrance not a helper app is fine when it works which is occasional- it can take 5 to 10 attempts to login as clearly there is no investment in concurrency and I have given up trying to use a desk top as the security  feature only works sporadically so trying to make payments becomes a waste of time. As there is no longer any branches it makes doing banking business with virgin difficult if not impossible.  Not impressed in the least ,App is a hindrance not a helper app is fine when it works which is occasional- it can take 5 to 10 attempts to login as clearly there is no investment in concurrency and I have given up trying to use a desk top as the security  feature only works sporadically so trying to make payments becomes a waste of time. As there is no longer any branches it makes doing banking business with virgin difficult if not impossible.  Not impressed in the least,app hindrance helper app fine works occasional attempts login clearly investment concurrency given trying desk security feature works sporadically trying payments waste longer branches makes doing banking business virgin difficult impossible impressed,2,0.5763,7,0.1135,App y banca digital,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

","Switch accounts  £100 goes missing…took,8 weeks to find it ",Switch to nationwide money goes missing but virgin could have helped…all I got was a voice call After advice from NBS we would get switch incentive after missing out on loyalty bonus ( activity on existing joint account Jan feb March low) we all switched individual a/c to nbs but  no incentive as promised. In branch fact 2 face so l switch for nowt  And then virgin doesn’t help with a bank ref of forwarding money  to nbs. It’s just lost and don’t expect to see it soon if ever … complaints take months. Virgin  Said you  will probably never find out   What happened c.. yes money  gets lost in switching we   can’t have a ref for payments…nbs say they most have . Stuck between two parts of same empires That is wrong updated 24 oct ,2,"Switch accounts  £100 goes missing…took,8 weeks to find it  Switch to nationwide money goes missing but virgin could have helped…all I got was a voice call After advice from NBS we would get switch incentive after missing out on loyalty bonus ( activity on existing joint account Jan feb March low) we all switched individual a/c to nbs but  no incentive as promised. In branch fact 2 face so l switch for nowt  And then virgin doesn’t help with a bank ref of forwarding money  to nbs. It’s just lost and don’t expect to see it soon if ever … complaints take months. Virgin  Said you  will probably never find out   What happened c.. yes money  gets lost in switching we   can’t have a ref for payments…nbs say they most have . Stuck between two parts of same empires That is wrong updated 24 oct ","Switch accounts  £100 goes missing…took,8 weeks to find it  Switch to nationwide money goes missing but virgin could have helped…all I got was a voice call After advice from NBS we would get switch incentive after missing out on loyalty bonus ( activity on existing joint account Jan feb March low) we all switched individual a/c to nbs but  no incentive as promised. In branch fact 2 face so l switch for nowt  And then virgin doesn’t help with a bank ref of forwarding money  to nbs. It’s just lost and don’t expect to see it soon if ever … complaints take months. Virgin  Said you  will probably never find out   What happened c.. yes money  gets lost in switching we   can’t have a ref for payments…nbs say they most have . Stuck between two parts of same empires That is wrong updated 24 oct",switch accounts goes missing took weeks switch nationwide money goes missing virgin helped voice advice nbs switch incentive missing loyalty bonus activity existing joint account jan feb march low switched individual nbs incentive promised branch fact face switch nowt virgin doesn help bank ref forwarding money nbs lost don expect soon complaints virgin probably happened yes money gets lost switching ref payments nbs say stuck parts empires wrong updated oct,1,0.6073,0,0.0559,Cuenta y fraude,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Pay off credit card,"Trying to pay of a small amount of my Virgin credit card from my Virgin account. Asking for security after security after security questions. Fully understand security is important, but it never stops. Why is Virgin so difficult, chat line waste of time, can't contact anyone. Are you there, Virgin, help needed!!!!",2,"Pay off credit card Trying to pay of a small amount of my Virgin credit card from my Virgin account. Asking for security after security after security questions. Fully understand security is important, but it never stops. Why is Virgin so difficult, chat line waste of time, can't contact anyone. Are you there, Virgin, help needed!!!!","Pay off credit card Trying to pay of a small amount of my Virgin credit card from my Virgin account. Asking for security after security after security questions. Fully understand security is important, but it never stops. Why is Virgin so difficult, chat line waste of time, can't contact anyone. Are you there, Virgin, help needed!!!!",pay credit card trying pay small virgin credit card virgin account asking security security security questions fully understand security important stops virgin difficult chat line waste contact virgin help needed,1,0.8256,1,0.2074,Tarjetas y transferencias,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Nothing wrong with the card but the…,"Nothing wrong with the card but the lack of transaction details on the account is not ideal,wish we could go back to paper statements,",2,"Nothing wrong with the card but the… Nothing wrong with the card but the lack of transaction details on the account is not ideal,wish we could go back to paper statements,","Nothing wrong with the card but the… Nothing wrong with the card but the lack of transaction details on the account is not ideal,wish we could go back to paper statements,",wrong card wrong card lack transaction details account ideal wish paper statements,3,0.5722,1,0.1175,Tarjetas y transferencias,ambiguo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",The Application Process is a nightmare,"The Application Process is a nightmare, it is a never ending process of Data Mining and add more.No one person or dept seems to stay with the opening of the account from beginning to end and I found telephone support to be very abrupt, it really felt like - ""are you stupid"" when asked do you have anyone there who could help.I am now thinking that was the reason I telephoned for assistance !TBH I would never have opened the account if I had known the amount of Hurdles placed; bear in mind we already had a Santander Business Account and a Nationwide Account.Lastly the Email System is just another horrible system you have to subscribe to, through a 3rd Party Application.Yes, yes, yes - ""for your security""A Virgin Money could and should lose 50% of it's criteria and add on's in the Bin !",2,"The Application Process is a nightmare The Application Process is a nightmare, it is a never ending process of Data Mining and add more.No one person or dept seems to stay with the opening of the account from beginning to end and I found telephone support to be very abrupt, it really felt like - ""are you stupid"" when asked do you have anyone there who could help.I am now thinking that was the reason I telephoned for assistance !TBH I would never have opened the account if I had known the amount of Hurdles placed; bear in mind we already had a Santander Business Account and a Nationwide Account.Lastly the Email System is just another horrible system you have to subscribe to, through a 3rd Party Application.Yes, yes, yes - ""for your security""A Virgin Money could and should lose 50% of it's criteria and add on's in the Bin !","The Application Process is a nightmare The Application Process is a nightmare, it is a never ending process of Data Mining and add more.No one person or dept seems to stay with the opening of the account from beginning to end and I found telephone support to be very abrupt, it really felt like - ""are you stupid"" when asked do you have anyone there who could help.I am now thinking that was the reason I telephoned for assistance !TBH I would never have opened the account if I had known the amount of Hurdles placed; bear in mind we already had a Santander Business Account and a Nationwide Account.Lastly the Email System is just another horrible system you have to subscribe to, through a 3rd Party Application.Yes, yes, yes - ""for your security""A Virgin Money could and should lose 50% of it's criteria and add on's in the Bin !",application process nightmare application process nightmare ending process data mining add person dept stay opening account beginning end telephone support abrupt felt like stupid help thinking reason telephoned assistance tbh opened account known hurdles placed bear mind santander business account nationwide account lastly email horrible subscribe party application yes yes yes security virgin money lose criteria add bin,1,0.7693,0,0.0993,Cuenta y fraude,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Don't use the app to pay off your debt,"OMG! I have been trying to pay some of my debit off but using the one-off payments on the app has made me end up swearing a lot.... It would not accept what I know is correct bank details & whilst typing the app kept logging me off, (I am not slow at typing) including whilst I was trying to complain. Where there is a will there is a way, I have managed to pay from my bank account.Other than that I like the credit card.",2,"Don't use the app to pay off your debt OMG! I have been trying to pay some of my debit off but using the one-off payments on the app has made me end up swearing a lot.... It would not accept what I know is correct bank details & whilst typing the app kept logging me off, (I am not slow at typing) including whilst I was trying to complain. Where there is a will there is a way, I have managed to pay from my bank account.Other than that I like the credit card.","Don't use the app to pay off your debt OMG! I have been trying to pay some of my debit off but using the one-off payments on the app has made me end up swearing a lot.... It would not accept what I know is correct bank details & whilst typing the app kept logging me off, (I am not slow at typing) including whilst I was trying to complain. Where there is a will there is a way, I have managed to pay from my bank account.Other than that I like the credit card.",don app pay debt omg trying pay debit using payments app end swearing lot accept know correct bank details whilst typing app kept logging slow typing including whilst trying complain way managed pay bank account like credit card,2,0.4238,1,0.118,Tarjetas y transferencias,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Stop the torrent of marketing and junk emails,"I've just opened a Virgin current account and am being bombarded with emails offering this, that and the other.  I've opted out of the marketing mails - which should mean I only get mails DIRECTLY related to my account, but that hasn't stopped the torrent if mails.""***, get to know your app features"" is marketing.""***, want to hold us to account?"" is marketing.""***, your money is in safe hands"" is not related to my account.""Make the most of your M Plus Account"" is junk.""Reminder: Please share your feedback"" is marketing.Much more of this and I'll close the account. It is driving me mad.",2,"Stop the torrent of marketing and junk emails I've just opened a Virgin current account and am being bombarded with emails offering this, that and the other.  I've opted out of the marketing mails - which should mean I only get mails DIRECTLY related to my account, but that hasn't stopped the torrent if mails.""***, get to know your app features"" is marketing.""***, want to hold us to account?"" is marketing.""***, your money is in safe hands"" is not related to my account.""Make the most of your M Plus Account"" is junk.""Reminder: Please share your feedback"" is marketing.Much more of this and I'll close the account. It is driving me mad.","Stop the torrent of marketing and junk emails I've just opened a Virgin current account and am being bombarded with emails offering this, that and the other.  I've opted out of the marketing mails - which should mean I only get mails DIRECTLY related to my account, but that hasn't stopped the torrent if mails.""***, get to know your app features"" is marketing.""***, want to hold us to account?"" is marketing.""***, your money is in safe hands"" is not related to my account.""Make the most of your M Plus Account"" is junk.""Reminder: Please share your feedback"" is marketing.Much more of this and I'll close the account. It is driving me mad.",stop torrent marketing junk emails opened virgin current account bombarded emails offering opted marketing mails mean mails directly related account hasn stopped torrent mails know app features marketing want hold account marketing money safe hands related account plus account junk reminder share feedback marketing close account driving mad,1,0.9215,0,0.1649,Cuenta y fraude,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",NOT GOOD CUSTOMER SERVICE,"I've only just become a customer and I'm pretty appalled with the inability to get some customer service - I have called their savings team several times now and left on hold for 30 minutes plus each time. They do not pick up their phones!! I just want to complete a simple transfer, frustrating. ",2,"NOT GOOD CUSTOMER SERVICE I've only just become a customer and I'm pretty appalled with the inability to get some customer service - I have called their savings team several times now and left on hold for 30 minutes plus each time. They do not pick up their phones!! I just want to complete a simple transfer, frustrating. ","NOT GOOD CUSTOMER SERVICE I've only just become a customer and I'm pretty appalled with the inability to get some customer service - I have called their savings team several times now and left on hold for 30 minutes plus each time. They do not pick up their phones!! I just want to complete a simple transfer, frustrating.",good customer service customer pretty appalled inability customer service savings team times left hold minutes plus pick phones want complete simple transfer frustrating,1,0.4945,2,0.2904,Atención al cliente,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Received a renewal quote by email for…,"Received a renewal quote by email for travel insurance. Couldn't renew without phoning to confirm medical details. Fine, but I spent a day, on and off, phoning renewal phone numbers, general phone numbers and online chats. Eventually I got through to an agent who didn't know what he was doing. He took my medical details. Revised the quote (downwards because of reduced medical conditions) then couldn't find how to renew. Spent time consulting his manager while I was holding and came back with a quote £50 more than the renewal quote. This was attrocious service and actually quite suspicious. I closed down the call after 40 minutes wasted.If I had this amount of trouble trying to pay Virgin Money then just imagine what it would be like making a claim. I will not be using Virgin Money for travel insurance and I would certainly not recommend them.",1,"Received a renewal quote by email for… Received a renewal quote by email for travel insurance. Couldn't renew without phoning to confirm medical details. Fine, but I spent a day, on and off, phoning renewal phone numbers, general phone numbers and online chats. Eventually I got through to an agent who didn't know what he was doing. He took my medical details. Revised the quote (downwards because of reduced medical conditions) then couldn't find how to renew. Spent time consulting his manager while I was holding and came back with a quote £50 more than the renewal quote. This was attrocious service and actually quite suspicious. I closed down the call after 40 minutes wasted.If I had this amount of trouble trying to pay Virgin Money then just imagine what it would be like making a claim. I will not be using Virgin Money for travel insurance and I would certainly not recommend them.","Received a renewal quote by email for… Received a renewal quote by email for travel insurance. Couldn't renew without phoning to confirm medical details. Fine, but I spent a day, on and off, phoning renewal phone numbers, general phone numbers and online chats. Eventually I got through to an agent who didn't know what he was doing. He took my medical details. Revised the quote (downwards because of reduced medical conditions) then couldn't find how to renew. Spent time consulting his manager while I was holding and came back with a quote £50 more than the renewal quote. This was attrocious service and actually quite suspicious. I closed down the call after 40 minutes wasted.If I had this amount of trouble trying to pay Virgin Money then just imagine what it would be like making a claim. I will not be using Virgin Money for travel insurance and I would certainly not recommend them.",received renewal quote email received renewal quote email travel insurance couldn renew phoning confirm medical details fine spent phoning renewal phone numbers general phone numbers online chats eventually agent didn know doing took medical details revised quote downwards reduced medical conditions couldn renew spent consulting manager holding came quote renewal quote attrocious service quite suspicious closed minutes wasted trouble trying pay virgin money imagine like making claim using virgin money travel insurance certainly recommend,1,0.7108,0,0.0455,Cuenta y fraude,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Over 1 hour and 30 minutes waiting ! ,"I logged onto the virgin app and was asked to call them as they wanted to do a security check, I have waited one hour and 29 minutes so far ! I can’t use my card, I can’t talk to anyone . I contacted the fb virgin page and a customer contact advisor liked my complaint post ! But no suggestion as to what I could do to talk to anyone at all ! ",1,"Over 1 hour and 30 minutes waiting !  I logged onto the virgin app and was asked to call them as they wanted to do a security check, I have waited one hour and 29 minutes so far ! I can’t use my card, I can’t talk to anyone . I contacted the fb virgin page and a customer contact advisor liked my complaint post ! But no suggestion as to what I could do to talk to anyone at all ! ","Over 1 hour and 30 minutes waiting !  I logged onto the virgin app and was asked to call them as they wanted to do a security check, I have waited one hour and 29 minutes so far ! I can’t use my card, I can’t talk to anyone . I contacted the fb virgin page and a customer contact advisor liked my complaint post ! But no suggestion as to what I could do to talk to anyone at all !",hour minutes waiting logged virgin app wanted security check waited hour minutes far card talk contacted virgin page customer contact advisor liked complaint post suggestion talk,1,0.7965,2,0.0706,Atención al cliente,negativo
Money & Insurance,uk.virginmoney.com,"Virgin Money is the UK’s 6th largest bank and a proud member of the Virgin Group. By making banking better, we aim to deliver on our purpose of ‘Making you happier about money’, offering award-winning products and services to meet the full range of our 6.6m customers' retail and business banking needs. Our strategic ambition is to be the UK’s best digital bank. 

",Allowed a payment to come out of my…,Allowed a payment to come out of my account when I didn’t have the money there which put me in an unarranged overdraft meaning I could t transfer the little money I had in my savings in my account so I could pay for my travel to work which now means I’m going to be short on my wage cos I was unable to get to work all because they put me in debt! Avoid this bank they don’t care about their customers!! When I went into the online chat the person I spoke too recommended I tried to apply for an overdraft to cover it which would have put me in more debt!! Absolute joke! ,1,Allowed a payment to come out of my… Allowed a payment to come out of my account when I didn’t have the money there which put me in an unarranged overdraft meaning I could t transfer the little money I had in my savings in my account so I could pay for my travel to work which now means I’m going to be short on my wage cos I was unable to get to work all because they put me in debt! Avoid this bank they don’t care about their customers!! When I went into the online chat the person I spoke too recommended I tried to apply for an overdraft to cover it which would have put me in more debt!! Absolute joke! ,Allowed a payment to come out of my… Allowed a payment to come out of my account when I didn’t have the money there which put me in an unarranged overdraft meaning I could t transfer the little money I had in my savings in my account so I could pay for my travel to work which now means I’m going to be short on my wage cos I was unable to get to work all because they put me in debt! Avoid this bank they don’t care about their customers!! When I went into the online chat the person I spoke too recommended I tried to apply for an overdraft to cover it which would have put me in more debt!! Absolute joke!,allowed payment come allowed payment come account didn money unarranged overdraft meaning transfer little money savings account pay travel work means going short wage cos unable work debt avoid bank don care customers went online chat person spoke recommended apply overdraft cover debt absolute joke,1,0.9389,0,0.0811,Cuenta y fraude,negativo
